Random,ACHP,PHR,AWWGV,ALAP,ANPL,ARD,ADWR,PDMVG,ARL,AWWR,ADWV,PDMRG,row_index,beat_index,source_row_start,source_row_end,bar_index,beat_in_bar
R3,36.30074629157723,45.59761152017618,1.366933733896306,981.4674068444217,4.001575657151433,17.00192914190401,0.7692939211985219,31.406414697507067,17.332404252564793,2.7634596759155157,0.4280300352513473,27.913511056879443,1253.3513513513512,12.0,1200.0,1299.0,4.0,1.0
R1,34.50116233380396,54.56060440136304,1.1504989637210696,1284.2374260934853,5.001563411517158,16.27687037012517,1.7053794849094062,18.40185814416674,19.73600890059005,2.955960778317991,0.21464593814564845,57.633293576031804,1351.2903225806451,13.0,1300.0,1399.0,4.0,2.0
R2,33.09935549721525,67.068952831038,1.1065694150435292,1009.2256174083503,5.000220824876945,15.96402658587895,1.173836661400643,19.403834557735138,20.838047345031004,2.8463859205351194,0.21462712988025012,41.301172754997395,1342.9512195121952,13.0,1300.0,1399.0,4.0,2.0
R3,36.30071567944541,45.60107600473185,1.3674451914117969,981.4661677924074,4.003280136571208,16.99896469593683,0.7699303555256938,31.406297027334116,17.332448355375845,2.760379828356951,0.4305835094932226,27.91083214090226,1357.107142857143,13.0,1300.0,1399.0,4.0,2.0
R1,34.49708445574421,54.56176708974898,1.154964720739983,1284.233780874472,4.997870888751419,16.28022444589408,1.7030760997764003,18.402660338090257,19.734561330637366,2.959184115204067,0.2104706534790301,57.63509874422855,1442.0666666666666,14.0,1400.0,1499.0,4.0,3.0
R2,33.10086168058503,67.06901051815932,1.1072578827598027,1009.2216067518009,4.995477363610164,15.96380387909444,1.174166652081707,19.399419002269852,20.84002636877317,2.843451244496017,0.21662024981320538,41.30039025929945,1453.7333333333333,14.0,1400.0,1499.0,4.0,3.0
R3,36.29993548472522,45.599297241201256,1.3664874332233239,981.4689928770498,3.999541646955168,17.002315158362823,0.7694936948532516,31.406247183231972,17.333260351176314,2.763696753286819,0.42860413527646096,27.915585154849207,1451.9,14.0,1400.0,1499.0,4.0,3.0
R1,34.50135811580352,54.561836714200965,1.149532635611652,1284.2357088911483,4.996314006136411,16.278308063400896,1.7054683310874503,18.398965725790042,19.734528179810198,2.959631498066366,0.21015769372372245,57.63367026830336,1548.8076923076924,15.0,1500.0,1599.0,4.0,4.0
R2,33.09811418383678,67.07037894668717,1.1082671302466043,1009.2251549949784,4.999455480585139,15.966097902328366,1.1759079174732925,19.403894832402386,20.840739605594077,2.8427853775628313,0.21415695822046735,41.29792576091875,1549.0,15.0,1500.0,1599.0,4.0,4.0
R3,36.29752939714123,45.601603214651384,1.3668185125637542,981.4677757223856,3.998474025787248,16.998963527010773,0.7673017998134121,31.404621716506206,17.33101423916091,2.763466619420827,0.42748002284682496,27.91543788724267,1550.5714285714287,15.0,1500.0,1599.0,4.0,4.0
R1,34.50056099447051,54.559719938941285,1.1517447973944126,1284.2356147580037,4.99900376897359,16.278144845735497,1.7051254373587528,18.399336638028416,19.73648619310898,2.960872803567951,0.2129204384567452,57.6332847652945,1650.2777777777778,16.0,1600.0,1699.0,5.0,1.0
R2,33.09888678278856,67.06811481245862,1.1072297879582411,1009.2231093476739,4.9929386360849515,15.965967768694247,1.174318871310024,19.402260045200556,20.840147148969027,2.845109785977648,0.21563940357431322,41.301575639092114,1651.235294117647,16.0,1600.0,1699.0,5.0,1.0
R3,36.3028912519457,45.598610324450895,1.363019002762225,981.4705480360666,3.9997854293512196,17.003286260255287,0.7678562651998508,31.404179058775266,17.333632930106095,2.7622250863871445,0.4326201531275691,27.913027746305197,1646.6,16.0,1600.0,1699.0,5.0,1.0
R1,34.49866673400218,54.561675953396005,1.1537568577143529,1284.2370537007762,4.997941734179621,16.273789455923268,1.704506167815293,18.403023719786862,19.734843255968524,2.9599930095374303,0.21100584922578233,57.63414311980508,1749.4166666666667,17.0,1700.0,1799.0,5.0,2.0
R2,33.09857136902915,67.0722009447091,1.109023466593373,1009.2233650291082,4.997118568397888,15.962828255538538,1.1768991862301268,19.399817134138324,20.840498327954695,2.8452010361272544,0.21374996418882938,41.29804518965995,1750.5294117647059,17.0,1700.0,1799.0,5.0,2.0
R3,36.29915540477711,45.60150485849003,1.36531116000529,981.4718513084034,3.9996056918626977,17.002041134910122,0.7719740655469823,31.406009546939334,17.33042500317494,2.76453785076268,0.42742670784864273,27.91196620076992,1748.4333333333334,17.0,1700.0,1799.0,5.0,2.0
R1,34.49994528617974,54.561572576728096,1.1519737243412922,1284.2356111809672,5.000925303687992,16.278151424667712,1.7060761276579681,18.39930320820035,19.73698295017444,2.9552970437388986,0.2085332071620454,57.63860747296218,1843.909090909091,18.0,1800.0,1899.0,5.0,3.0
R2,33.09895906049953,67.06969915819376,1.1090124195713054,1009.2251916485756,4.997720618799932,15.960441763255679,1.1748612461298649,19.398714779098746,20.840857289498608,2.8488243518030023,0.21602096695755912,41.30215752328239,1855.3125,18.0,1800.0,1899.0,5.0,3.0
R3,36.29675706604229,45.59890652286479,1.3688973683121761,981.4678664713878,4.000732580701255,17.001559575644347,0.7715409166940898,31.40804006968769,17.33431984179768,2.7612423268236523,0.4290967834701813,27.915218189349105,1849.4571428571428,18.0,1800.0,1899.0,5.0,3.0
R1,34.50064231919207,54.56038571457528,1.15549944658662,1284.238507717978,4.999885185780716,16.277839388353847,1.7043130362102612,18.401549602398624,19.733547252067662,2.9581911924794086,0.21273818304653508,57.63782847984309,1951.15,19.0,1900.0,1999.0,5.0,4.0
R2,33.09851846589611,67.07064403538297,1.1075456689429528,1009.218811301021,5.001682382508689,15.966592738719635,1.1735904686156042,19.404793751920135,20.83841041855659,2.844813355848835,0.21356345980158764,41.29984464954332,1951.6333333333334,19.0,1900.0,1999.0,5.0,4.0
R3,36.29961518184256,45.601913137021576,1.3640145206464878,981.4662688800872,3.9978001405947308,16.999595143592988,0.770641128250938,31.40496359245845,17.331789724333547,2.754377913230706,0.43044303002312806,27.914848508953853,1945.1666666666667,19.0,1900.0,1999.0,5.0,4.0
R1,34.500909866943275,54.55997540710045,1.1519211079824705,1284.2384878119403,4.998337469371523,16.275796494006258,1.704895782466727,18.402888386569952,19.73337186285907,2.959559398970965,0.2113271631036025,57.6335605725084,2050.176470588235,20.0,2000.0,2099.0,6.0,1.0
R2,33.099877938840045,67.06977693536126,1.1066486393524668,1009.2202285987844,5.001235851683264,15.963523068909169,1.1732348132084147,19.402600291257833,20.839931740233396,2.846989337881117,0.21542319283412353,41.301186669272006,2051.975,20.0,2000.0,2099.0,6.0,1.0
R3,36.30192030264223,45.597137491648645,1.3655572429865113,981.4694325927795,4.001127444072777,16.999030853802427,0.7694369139604359,31.40273615904192,17.33318670280244,2.760279808465322,0.4264404357378811,27.91476652531306,2044.8076923076924,20.0,2000.0,2099.0,6.0,1.0
R1,34.49994010935602,54.56197731478007,1.1523767842431905,1284.2364081010487,4.998171682565416,16.278330911118847,1.7016583105731153,18.3992390487382,19.737374483527905,2.9598643445879103,0.21434713881146542,57.63570151186365,2146.2413793103447,21.0,2100.0,2199.0,6.0,2.0
R2,33.09624017261914,67.07110798102102,1.1079769161302668,1009.2238746315675,4.998713117221508,15.96013844447034,1.1730404038039075,19.40102353976174,20.84080625029168,2.8437276056531426,0.21485640410026216,41.300341898333116,2150.5625,21.0,2100.0,2199.0,6.0,2.0
R3,36.30100594487132,45.60127799112981,1.3627064153887523,981.4714588971436,3.998147439178965,17.00056435923505,0.7745788715393792,31.4034968250943,17.32968802345491,2.759811825918217,0.4273526174740523,27.915005732599614,2151.051282051282,21.0,2100.0,2199.0,6.0,2.0
R1,34.50018801270116,54.56219686934551,1.1511264041498366,1284.2345224279657,5.00001191638796,16.277092460821407,1.705913167691474,18.400661632395092,19.733092863767265,2.9604596008576602,0.21354112108735526,57.63408565760448,2256.3870967741937,22.0,2200.0,2299.0,6.0,3.0
R2,33.09922944359052,67.06993566041712,1.1098094568874537,1009.2215714124692,4.999469647419784,15.965411950228098,1.1734864977459474,19.39767088923064,20.839787899440406,2.847201545460874,0.2135805016375237,41.29948875521746,2246.6451612903224,22.0,2200.0,2299.0,6.0,3.0
R3,36.301239030048265,45.59828891734383,1.3685837422329377,981.4672577194441,4.001445350459053,17.000627179147358,0.7699573260965042,31.40373726855963,17.332512516503595,2.763317155023729,0.4274297979897302,27.910107278979467,2246.2105263157896,22.0,2200.0,2299.0,6.0,3.0
R1,34.499861954369074,54.56174624395314,1.1528880071730987,1284.2346560553078,5.001440134231182,16.277299562912358,1.7103557230728115,18.40209317695103,19.735793521107226,2.9613931134999927,0.2123945373912475,57.634495051839515,2349.953488372093,23.0,2300.0,2399.0,6.0,4.0
R2,33.09742995320361,67.07211442840119,1.1094978601928323,1009.2231758568266,4.996629933620606,15.962198004515985,1.1773331629415207,19.401435490470863,20.839659374239595,2.8435806897614224,0.21473482614778808,41.298010013743216,2358.8518518518517,23.0,2300.0,2399.0,6.0,4.0
R3,36.30007120913742,45.59857837480992,1.365104061608517,981.4680763638066,4.000285972903883,17.00097828560997,0.7734638265409897,31.405696095073598,17.33261363237301,2.7615010647945635,0.42728654703838037,27.91452917192631,2340.4333333333334,23.0,2300.0,2399.0,6.0,4.0
R1,34.50038798945845,54.55991622281401,1.152116177535199,1284.239539661086,5.000342717090532,16.277985646210915,1.7024925722478126,18.404906772985722,19.735850091609226,2.9589786055931775,0.20967968846068677,57.63544627636556,2452.815789473684,24.0,2400.0,2499.0,7.0,1.0
R2,33.09718962067213,67.07151995679735,1.1082867634509794,1009.2221352091328,5.001167165329196,15.962322703490681,1.1755710479511934,19.400638422001844,20.841073538498392,2.8438343780884185,0.21384234992516607,41.30052496268357,2442.25,24.0,2400.0,2499.0,7.0,1.0
R3,36.30154671159912,45.60069408770941,1.36777721375689,981.4662439523423,4.001191622957513,16.999522370717873,0.773300797519467,31.404809526660078,17.332661526411297,2.7648691286167923,0.42912752322572995,27.914445645811874,2454.6923076923076,24.0,2400.0,2499.0,7.0,1.0
R1,34.50113858811935,54.56256058899992,1.1498255861303928,1284.2368588083616,4.9991029929314434,16.27520532204465,1.7055803606360675,18.397904033208935,19.738375697297407,2.9582609147925667,0.21342460118501166,57.63816373921976,2554.535714285714,25.0,2500.0,2599.0,7.0,2.0
R2,33.100791974750955,67.07021530391253,1.1114866592647117,1009.2255627042224,4.998637614328297,15.961573121452128,1.1726181725788738,19.398903691298482,20.838348219499668,2.8438332852750854,0.21376864364035292,41.302211113030516,2551.5806451612902,25.0,2500.0,2599.0,7.0,2.0
R3,36.30233459507906,45.6014935546992,1.3648898743358002,981.4661777954291,3.9976107816591395,16.998524108578952,0.7719608016444166,31.40724253919976,17.332592664972697,2.7590904811324504,0.42860885052525305,27.91701426488603,2544.487804878049,25.0,2500.0,2599.0,7.0,2.0
R1,34.50094246924231,54.56246001568032,1.1494374254250699,1284.2381220026891,4.998249861948971,16.27446172283855,1.7085995713853592,18.40151830768507,19.732968529426568,2.9593314528069823,0.21249850892670366,57.631972688623904,2649.625,26.0,2600.0,2699.0,7.0,3.0
R2,33.10186056625334,67.07093863566949,1.107849661827303,1009.2223194944837,4.999614970662353,15.961869479247534,1.1736666472520407,19.401940136817373,20.840355226455106,2.8462087173766637,0.21445127526381488,41.29951767912231,2653.5,26.0,2600.0,2699.0,7.0,3.0
R3,36.29990291249849,45.60058979736838,1.366498708846719,981.4675309507159,3.9986601994824262,17.002820408870765,0.7707167392844174,31.403828762893227,17.33370327655922,2.7602502208674853,0.43022264510262553,27.91401258010486,2645.4210526315787,26.0,2600.0,2699.0,7.0,3.0
R1,34.50220899530943,54.55907719696164,1.1523661300350525,1284.2360582727547,5.00020364417121,16.27727863847673,1.7059096682681605,18.402558206902974,19.736770250533212,2.959019323075491,0.211313773088251,57.63710469609805,2745.1666666666665,27.0,2700.0,2799.0,7.0,4.0
R2,33.099470702161604,67.0722583436094,1.106926572745202,1009.2217174906367,4.999463786632035,15.96124969192498,1.1730435140262028,19.402246673199382,20.840242685392045,2.84470831441609,0.217018554951786,41.30052147202971,2753.939393939394,27.0,2700.0,2799.0,7.0,4.0
R3,36.29900670106657,45.59945726235395,1.3682048795109507,981.4690353483649,4.000344579782995,17.00096826279764,0.7713377080015718,31.40398826114958,17.33164417239936,2.761087933198381,0.4247927598104374,27.912990061754535,2749.8064516129034,27.0,2700.0,2799.0,7.0,4.0
R1,34.50263216152257,54.55968503497999,1.1547551094953972,1284.234674384364,5.000886142590099,16.27812651711654,1.705989359417917,18.40350828442657,19.73839909917349,2.9598774243893766,0.2114127277410201,57.63390119312867,2854.551724137931,28.0,2800.0,2899.0,8.0,1.0
R2,33.10040937738481,67.06818628069755,1.110463802992372,1009.2224046250524,4.999668408373481,15.96480267879059,1.1758504667051082,19.401767085177596,20.841640434437295,2.844087995053829,0.2139099597083655,41.297595022312706,2851.0,28.0,2800.0,2899.0,8.0,1.0
R3,36.302062481157954,45.59982636857779,1.3688997147297564,981.4684459543616,3.9997262931820736,17.00290920830372,0.7712114925504943,31.40265545430844,17.333686700552523,2.764617685238125,0.4293123993344471,27.914745129679677,2843.7714285714287,28.0,2800.0,2899.0,8.0,1.0
R1,34.49940116870023,54.55903233754017,1.1529100127353744,1284.2370514832924,4.999001602585941,16.27731436885433,1.708165013077475,18.400506747177793,19.734443771779357,2.961951607095178,0.2107412615986403,57.63594503197231,2950.075,29.0,2900.0,2999.0,8.0,2.0
R2,33.10218376554463,67.06955182690764,1.1055872658249364,1009.2187652670831,4.999871912327304,15.961064338709884,1.1743250579371258,19.40359865795379,20.839244453863838,2.844448821786972,0.21783860508557878,41.29920337680338,2945.4333333333334,29.0,2900.0,2999.0,8.0,2.0
R3,36.30004056504258,45.59953885271279,1.3667671545686706,981.4701510656777,3.9975533375346317,16.99805937921685,0.7706298770844336,31.407536175647234,17.333110466495132,2.7621035179980002,0.4285437538297872,27.911577204577902,2952.8,29.0,2900.0,2999.0,8.0,2.0
R1,34.497761444184356,54.55806934136385,1.1533720246971326,1284.2373696743443,5.000881776724453,16.277026537944998,1.7075691212339221,18.403531934926296,19.73433748311907,2.959827955358641,0.2111064027953038,57.63570176585436,3054.1,30.0,3000.0,3099.0,8.0,3.0
R2,33.09883765526972,67.0689663695003,1.1078592414453752,1009.2217950168366,4.998408925581905,15.964431755218357,1.174018064904225,19.40138397920053,20.8402598909746,2.844584090731675,0.21274279636197552,41.30003119204948,3044.0833333333335,30.0,3000.0,3099.0,8.0,3.0
R3,36.3019814437016,45.59816512659157,1.3681530644299609,981.4703329345233,3.999675335653246,16.99625444053777,0.7667743788456457,31.4037079383153,17.33330621251483,2.761861346437792,0.43174108719184767,27.91458994576613,3051.176470588235,30.0,3000.0,3099.0,8.0,3.0
R1,34.500635009440416,54.55940115342652,1.1513102347576738,1284.2352220946436,4.998304602955298,16.278679945720143,1.7036715710771237,18.402284226496917,19.73683200854942,2.9598452689967067,0.21028570485609513,57.635139066892634,3140.9210526315787,31.0,3100.0,3199.0,8.0,4.0
R2,33.098093696113686,67.0691004417407,1.10904648827665,1009.224176329372,5.002725324064351,15.960291403679102,1.1748595973157925,19.401606320414814,20.84061067956954,2.8419438639284045,0.21128048621952517,41.301639273550336,3149.0384615384614,31.0,3100.0,3199.0,8.0,4.0
R3,36.2997698992213,45.60046427492244,1.3650570071419244,981.4713859025409,4.000319353751788,17.001422229310123,0.771096587269895,31.40351626517216,17.33146099567064,2.762598756938475,0.4324999743247368,27.916779950684614,3158.8888888888887,31.0,3100.0,3199.0,8.0,4.0
R1,34.50090932346563,54.560370851005175,1.1510871527680315,1284.2390347840355,4.998958766168476,16.277748936390847,1.7045411941240907,18.4017485372631,19.73870658538405,2.9614969391969073,0.21020783959122832,57.6369481027744,3251.8529411764707,32.0,3200.0,3299.0,9.0,1.0
R2,33.10259314604527,67.06768456505465,1.1087461899110864,1009.2222795443708,4.999349972268967,15.962451960966716,1.1721749564692054,19.402030889665667,20.839972751614333,2.845824994051062,0.21763695571122335,41.297589724572056,3252.2580645161293,32.0,3200.0,3299.0,9.0,1.0
R3,36.29877043276001,45.59895642022075,1.362455002484832,981.4705293346016,4.001912315882601,17.00007320741488,0.7701371001433591,31.404329718679946,17.333321490999275,2.7625190603122554,0.42989478502838785,27.914572370878602,3244.7714285714287,32.0,3200.0,3299.0,9.0,1.0
R1,34.49859535065925,54.55878032638316,1.149280678284957,1284.2355407571094,5.00195733617567,16.27450145637366,1.7053991480247428,18.404034000510215,19.73510492118433,2.961282916952748,0.21170574295070166,57.636935103993615,3347.34375,33.0,3300.0,3399.0,9.0,2.0
R2,33.101432191479795,67.06944749996272,1.1105678848892493,1009.2241471011417,4.999990170940793,15.962435599945115,1.1745590159500228,19.401858144790538,20.839735874840784,2.841720820209483,0.21493923411988627,41.29959755676843,3351.5588235294117,33.0,3300.0,3399.0,9.0,2.0
R3,36.30043653872335,45.603061778864806,1.364681759126709,981.4684483275082,3.9984529790942633,17.001651616704947,0.7709884652069475,31.410634243839112,17.333004959533007,2.761880967016206,0.4286381996941331,27.91448462330105,3349.470588235294,33.0,3300.0,3399.0,9.0,2.0
R1,34.50081008017719,54.561757697781104,1.1517757804568662,1284.2385401693994,5.000317407850663,16.277785242019206,1.710358893417642,18.40254306287068,19.734021390850852,2.9614526220468194,0.21237871035158518,57.63460658724802,3450.9473684210525,34.0,3400.0,3499.0,9.0,3.0
R2,33.101323095366425,67.06800516593322,1.1097074044875241,1009.2224508120692,4.99729583779168,15.963936708687344,1.173823330980668,19.40085458726476,20.83426747892709,2.8452746289054183,0.21449035631772753,41.29918836443558,3444.5652173913045,34.0,3400.0,3499.0,9.0,3.0
