segment_id,bar_index,chord_slot,beat_start,beat_end,section,chord_symbol,chord_function,chord_root,chord_pitch_classes,core_pitch_classes,chord_degrees,chord_roles,harmonic_rhythm,growth_mass,vitality,growth_speed,leaf_energy,root_energy,selected_by,score
19,27,0,104.0,108.0,growth,Fmaj7,III,F,"[5, 9, 0, 4]","[5, 9, 0]","[3, 5, 7, 2]","{'root': 5, 'third': 9, 'fifth': 0, 'seventh': 4}",1.0,0.4892987840037238,0.4099334173605451,0.007780892398758468,0.46475131708570633,0.6051341276607216,melody_data_progression_score,11.6599
20,28,0,108.0,112.0,growth,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",1.0,0.4891022631945612,0.4099286854411533,0.007836394309047435,0.4647329143533518,0.6051327055202599,melody_data_progression_score,9.2048
21,29,0,112.0,116.0,growth,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",1.0,0.48954880221099817,0.4099388739933664,0.010531288188772412,0.4647900822043936,0.6051351766105102,melody_data_progression_score,16.0837
22,30,0,116.0,120.0,growth,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",1.0,0.4899201617356004,0.40992530181954834,0.00902606355126578,0.46475746379020233,0.6051398124263582,melody_data_progression_score,9.8337
23,31,0,120.0,124.0,growth,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",1.0,0.4887774086590453,0.40993976664755466,0.009766142780575958,0.4647305876492042,0.6051170135872345,melody_data_progression_score,9.2046
24,32,0,124.0,128.0,growth,Am7,v,A,"[9, 0, 4, 7]","[9, 0, 4]","[5, 7, 2, 4]","{'root': 9, 'third': 0, 'fifth': 4, 'seventh': 7}",1.0,0.48973213782245467,0.4099398040828246,0.009844540902400603,0.46475690692605504,0.6051387367409252,melody_data_progression_score,12.7398
25,33,0,128.0,132.0,growth,Am7,v,A,"[9, 0, 4, 7]","[9, 0, 4]","[5, 7, 2, 4]","{'root': 9, 'third': 0, 'fifth': 4, 'seventh': 7}",1.0,0.4893181349118694,0.4099474684787336,0.008290294403426062,0.46474788817415386,0.6051128782513404,melody_data_progression_score,10.1398
26,34,0,132.0,136.0,growth,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",1.0,0.48973703771322624,0.4099299271368954,0.007063224337053743,0.464718606397933,0.6051378231423961,melody_data_progression_score,12.8554
27,35,0,136.0,140.0,growth,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",1.0,0.4894844535738363,0.4099329437798677,0.009552728089104758,0.46463697570755985,0.6051395597301924,melody_data_progression_score,10.9552
28,36,0,140.0,144.0,growth,Am7,v,A,"[9, 0, 4, 7]","[9, 0, 4]","[5, 7, 2, 4]","{'root': 9, 'third': 0, 'fifth': 4, 'seventh': 7}",1.0,0.4891250746447704,0.40994422254448964,0.012382990585772307,0.4646971217050501,0.6051277494661088,melody_data_progression_score,6.7398
29,37,0,144.0,148.0,growth,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",1.0,0.48978802386428694,0.40992315271559,0.010658734002759358,0.4647128011445696,0.6051278946919325,melody_data_progression_score,12.2054
30,38,0,148.0,152.0,growth,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",1.0,0.39301911294655234,0.39353301964660287,0.812735773919183,0.366012782326744,0.43611061883916097,melody_data_progression_score,30.6611
31,39,0,152.0,156.0,growth,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",1.0,0.29649182867886487,0.3771203047269442,0.2082153989566972,0.2673323475591992,0.26708394383075956,melody_data_progression_score,31.8567
32,40,0,156.0,160.0,growth,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",1.0,0.29702502052737717,0.3771024912156065,0.006389191833570719,0.2673460688535034,0.26707517633890754,melody_data_progression_score,17.0889
33,41,0,160.0,162.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.2968784018542477,0.37712294229299886,0.008383572266133324,0.2674168991826112,0.26708949605203075,melody_data_progression_score,7.9068
34,41,1,162.0,164.0,bloom,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",0.5,0.2968784018542477,0.37712294229299886,0.008383572266133324,0.2674168991826112,0.26708949605203075,melody_data_progression_score,7.4389
35,42,0,164.0,166.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.29743173368002856,0.37708617594292887,0.006906879588013912,0.26742346362550995,0.26708670607700125,melody_data_progression_score,8.9068
36,42,1,166.0,168.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.29743173368002856,0.37708617594292887,0.006906879588013912,0.26742346362550995,0.26708670607700125,melody_data_progression_score,7.7677
37,43,0,168.0,170.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.2968336230689535,0.3770957584784153,0.00598251381325083,0.26742482459044475,0.26711727068237595,melody_data_progression_score,8.2568
38,43,1,170.0,172.0,bloom,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",0.5,0.2968336230689535,0.3770957584784153,0.00598251381325083,0.26742482459044475,0.26711727068237595,melody_data_progression_score,10.7889
39,44,0,172.0,174.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.2970006173329161,0.3771043669002454,0.00834825288828318,0.26735140887758985,0.2671251964355973,melody_data_progression_score,6.9067
40,44,1,174.0,176.0,bloom,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",0.5,0.2970006173329161,0.3771043669002454,0.00834825288828318,0.26735140887758985,0.2671251964355973,melody_data_progression_score,8.7889
41,45,0,176.0,178.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.2969220188860832,0.3771080272575704,0.008361003003863348,0.2674120654456274,0.2670690762211527,melody_data_progression_score,8.7673
42,45,1,178.0,180.0,bloom,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",0.5,0.2969220188860832,0.3771080272575704,0.008361003003863348,0.2674120654456274,0.2670690762211527,melody_data_progression_score,9.7889
43,46,0,180.0,182.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.29699312391191435,0.37710850647926947,0.007752117175433111,0.2673554284516874,0.26711280439643675,melody_data_progression_score,9.2568
44,46,1,182.0,184.0,bloom,Fmaj7,III,F,"[5, 9, 0, 4]","[5, 9, 0]","[3, 5, 7, 2]","{'root': 5, 'third': 9, 'fifth': 0, 'seventh': 4}",0.5,0.29699312391191435,0.37710850647926947,0.007752117175433111,0.2673554284516874,0.26711280439643675,melody_data_progression_score,13.1889
45,47,0,184.0,186.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.297348182319014,0.3771170873918523,0.005456864615534355,0.2674172330927255,0.26708692284264585,melody_data_progression_score,7.1177
46,47,1,186.0,188.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.297348182319014,0.3771170873918523,0.005456864615534355,0.2674172330927255,0.26708692284264585,melody_data_progression_score,6.2568
47,48,0,188.0,190.0,bloom,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",0.5,0.2965777498604812,0.3771182282472408,0.008708109744598324,0.2672927206152187,0.2670816571659826,melody_data_progression_score,10.7888
48,48,1,190.0,192.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.2965777498604812,0.3771182282472408,0.008708109744598324,0.2672927206152187,0.2670816571659826,melody_data_progression_score,6.2567
49,49,0,192.0,194.0,bloom,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",0.5,0.2968688260260033,0.37709341726604645,0.008696684820767213,0.26749147411116175,0.26708378263056287,melody_data_progression_score,9.789
50,49,1,194.0,196.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.2968688260260033,0.37709341726604645,0.008696684820767213,0.26749147411116175,0.26708378263056287,melody_data_progression_score,7.5569
51,50,0,196.0,198.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.29735807772838874,0.3997092334483033,0.4916302207070005,0.2673470229754523,0.26713767469505795,melody_data_progression_score,7.138
52,50,1,198.0,200.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.29735807772838874,0.3997092334483033,0.4916302207070005,0.2673470229754523,0.26713767469505795,melody_data_progression_score,27.5271
53,51,0,200.0,202.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.4373512028882636,0.6256314303268952,0.7297304380001631,0.4318855422565724,0.20566438604871032,melody_data_progression_score,24.348
54,51,1,202.0,204.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.4373512028882636,0.6256314303268952,0.7297304380001631,0.4318855422565724,0.20566438604871032,melody_data_progression_score,21.498
55,52,0,204.0,206.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.4370303777371583,0.6482336238936768,0.004351996542425663,0.4317403704055272,0.20568026944387385,melody_data_progression_score,7.5181
56,52,1,206.0,208.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.4370303777371583,0.6482336238936768,0.004351996542425663,0.4317403704055272,0.20568026944387385,melody_data_progression_score,8.5181
57,53,0,208.0,210.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.43726136944815047,0.6482471135920972,0.006305500787082634,0.4318846256018036,0.2056643812877105,melody_data_progression_score,9.6653
58,53,1,210.0,212.0,bloom,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",0.5,0.43726136944815047,0.6482471135920972,0.006305500787082634,0.4318846256018036,0.2056643812877105,melody_data_progression_score,8.1486
59,54,0,212.0,214.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4371744672377669,0.648233654689948,0.00795590336259547,0.43187196160882074,0.20565821329799516,melody_data_progression_score,10.3153
60,54,1,214.0,216.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.4371744672377669,0.648233654689948,0.00795590336259547,0.43187196160882074,0.20565821329799516,melody_data_progression_score,7.4182
61,55,0,216.0,218.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4372249340006058,0.6482252598566193,0.005782526390241685,0.43200133702345805,0.20563745615252116,melody_data_progression_score,9.3154
62,55,1,218.0,220.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4372249340006058,0.6482252598566193,0.005782526390241685,0.43200133702345805,0.20563745615252116,melody_data_progression_score,10.4154
63,56,0,220.0,222.0,bloom,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",0.5,0.4368390962623638,0.6482357482432343,0.004997857082021318,0.4318409003852622,0.20563023914973563,melody_data_progression_score,8.1486
64,56,1,222.0,224.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4368390962623638,0.6482357482432343,0.004997857082021318,0.4318409003852622,0.20563023914973563,melody_data_progression_score,6.6653
65,57,0,224.0,226.0,bloom,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",0.5,0.43682682269261086,0.6482203518058614,0.004786154956950158,0.4318082644133927,0.20565342372476622,melody_data_progression_score,9.0679
66,57,1,226.0,228.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.43682682269261086,0.6482203518058614,0.004786154956950158,0.4318082644133927,0.20565342372476622,melody_data_progression_score,13.6652
67,58,0,228.0,230.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4366710766172858,0.6482103506999258,0.0028902107886989797,0.43186375843596103,0.20567198355003016,melody_data_progression_score,8.0653
68,58,1,230.0,232.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4366710766172858,0.6482103506999258,0.0028902107886989797,0.43186375843596103,0.20567198355003016,melody_data_progression_score,10.0653
69,59,0,232.0,234.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4369162688581762,0.6482137042276305,0.005144577408627669,0.431954507919154,0.20563035387890538,melody_data_progression_score,8.0653
70,59,1,234.0,236.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4369162688581762,0.6482137042276305,0.005144577408627669,0.431954507919154,0.20563035387890538,melody_data_progression_score,6.4153
71,60,0,236.0,238.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4368088309926521,0.6482224505525781,0.00457566836907508,0.4318959346532159,0.2056608368409766,melody_data_progression_score,8.0653
72,60,1,238.0,240.0,bloom,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",0.5,0.4368088309926521,0.6482224505525781,0.00457566836907508,0.4318959346532159,0.2056608368409766,melody_data_progression_score,10.4153
73,61,0,240.0,248.0,settling,G6,IV,G,"[7, 11, 2, 4]","[7, 11, 2]","[4, 6, 1, 2]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 4, 'sixth': 4}",2.0,0.4365727309174483,0.6482211693880472,0.005341153465095703,0.43181223771528904,0.20562589452493962,melody_data_progression_score,19.1985
74,63,0,248.0,256.0,settling,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",2.0,0.3284456110235217,0.4463366702880616,0.8146317172425187,0.36869941316920324,0.3390337548250581,melody_data_progression_score,22.2196
75,65,0,256.0,264.0,settling,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",2.0,0.21987587826166244,0.2444437847804792,0.008931411396841771,0.30549245903975153,0.47230664549057605,melody_data_progression_score,27.221
76,67,0,264.0,272.0,settling,Am7,v,A,"[9, 0, 4, 7]","[9, 0, 4]","[5, 7, 2, 4]","{'root': 9, 'third': 0, 'fifth': 4, 'seventh': 7}",2.0,0.21954238193906117,0.244442497384007,0.008527429856788178,0.30540221076613555,0.47235849360393883,melody_data_progression_score,20.4011
77,69,0,272.0,280.0,settling,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",2.0,0.21956928365520215,0.24444610125657032,0.0049940834462593705,0.30552305164657206,0.47238027193481563,melody_data_progression_score,17.0708
78,71,0,280.0,288.0,settling,Cmaj7,VII,C,"[0, 4, 7, 11]","[0, 4, 7]","[7, 2, 4, 6]","{'root': 0, 'third': 4, 'fifth': 7, 'seventh': 11}",2.0,0.21981953457755554,0.24443786509157472,0.007319937998429553,0.305450489834229,0.4723321164299379,melody_data_progression_score,22.0314
79,73,0,288.0,296.0,settling,G9,IV,G,"[7, 11, 2, 5, 9]","[7, 11, 2]","[4, 6, 1, 3, 5]","{'root': 7, 'third': 11, 'fifth': 2, 'seventh': 5, 'ninth': 9}",2.0,0.21963879517536578,0.24443820159440813,0.00666367575272457,0.3055008087573213,0.4723378609130084,melody_data_progression_score,17.3755
80,75,0,296.0,300.0,settling,Dm9,i,D,"[2, 5, 9, 0, 4]","[2, 5, 9]","[1, 3, 5, 7, 9]","{'root': 2, 'third': 5, 'fifth': 9, 'seventh': 0, 'ninth': 4}",2.0,0.21978324847794908,0.2444457860931232,0.0074311479563976,0.3054298222772618,0.4723262721809068,melody_data_progression_score,14.1209
